price,city,address,property_size,property_type,amenities,listing_url,page
4513332.0,Madrid,28001 Madrid,2788.0,Condo/Apartment,"Air conditioning,Lift,24/7 concierge,Furnished",https://www.properstar.com/listing/105180084,
924417.0,Madrid,28001 Madrid,753.0,Condo/Apartment,"Lift,Balcony,Terrace",https://www.properstar.com/listing/105262357,
1305060.0,Madrid,"Calle del General Oraá, Calle del General Oráa",1184.0,Condo/Apartment,"Doorman,Lift",https://www.properstar.com/listing/105228324,
2479614.0,Madrid,28009 Madrid,1873.0,Condo/Apartment,"Furnished,Terrace",https://www.properstar.com/listing/104712471,
4366513.0,Madrid,"21 C. del Real Madrid, Madrid, Madrid, Chamartín, El Viso Madrid, Madrid, Chamartín, El Viso Madrid",2874.0,House,Fitness centre,https://www.properstar.com/listing/105252805,
3588915.0,Madrid,"3 C. de Albares de la Ribera, Madrid, Madrid, Moncloa Madrid, Madrid, Moncloa Madrid",2702.0,Condo/Apartment,"Garden,Terrace",https://www.properstar.com/listing/105294838,
1587823.0,Madrid,28009 Madrid,1593.0,Condo/Apartment,"Internet,24/7 concierge,Lift,Terrace",https://www.properstar.com/listing/105208538,
4023935.0,Madrid,28010 Madrid,3649.0,Condo/Apartment,"Air conditioning,Lift,Parking,Terrace",https://www.properstar.com/listing/105180085,
1163678.0,Madrid,28006 Madrid,1119.0,Condo/Apartment,Balcony,https://www.properstar.com/listing/104038385,
5383372.0,Madrid,28001 Madrid,2583.0,Condo/Apartment,"Air conditioning,Lift",https://www.properstar.com/listing/105180086,
7884737.0,Madrid,"Paseo de Eduardo Dato, Paseo  de Eduardo Dato",5220.0,Condo/Apartment,"Parking,Terrace",https://www.properstar.com/listing/105123036,
5220240.0,Madrid,"21 C. del Real Madrid, Madrid, Madrid, Chamartín, El Viso Madrid, Madrid, Chamartín, El Viso Madrid",3455.0,House,Fitness centre,https://www.properstar.com/listing/105252806,
4893975.0,Madrid,28009 Madrid,2906.0,Condo/Apartment,"Air conditioning,Balcony,Lift,Terrace",https://www.properstar.com/listing/105234136,
3045140.0,Madrid,28023 Madrid,7406.0,House,"Air conditioning,Alarm,Balcony,Barbecue,Garage,Garden,Lift,Parking,Swimming pool,Terrace,Fitness centre",https://www.properstar.com/listing/105206483,
967919.0,Madrid,28020 Madrid,947.0,Condo/Apartment,"Lift,24/7 concierge,Furnished,Terrace",https://www.properstar.com/listing/105208540,
4241445.0,Madrid,28006 Madrid,2303.0,Condo/Apartment,Lift,https://www.properstar.com/listing/105208539,
1216968.0,Madrid,28013 Madrid,1464.0,Condo/Apartment,"Air conditioning,Furnished",https://www.properstar.com/listing/104859282,
417075.0,Madrid,Madrid,958.0,Condo/Apartment,"Air conditioning,Lift,Terrace",https://www.properstar.com/listing/104791446,
1196305.0,Madrid,28009 Madrid,1270.0,Attic,"Air conditioning,Furnished,Internet,Lift,Terrace",https://www.properstar.com/listing/104819195,
1631325.0,Madrid,Madrid,1679.0,Condo/Apartment,"Air conditioning,Furnished,Internet,Lift,Fitness centre",https://www.properstar.com/listing/104819025,
1359437.0,Madrid,28001 Madrid,1141.0,Condo/Apartment,"Lift,24/7 concierge",https://www.properstar.com/listing/104828169,
3588915.0,Madrid,"21 C. del Real Madrid, Madrid, Madrid, Chamartín, El Viso Madrid, Madrid, Chamartín, El Viso Madrid",2874.0,House,"Fitness centre,Garage",https://www.properstar.com/listing/105252791,
